Institution Name,Academic Reputation,Employer Reputation,Faculty Student,Citations per Faculty,International Faculty,International Students,International Research Network,Employment Outcomes,Social Impact,Environmental Impact,Governance,Equality,Knowledge Exchange,Impact of Education,Employability and Opportunities,Health and Wellbeing,Environmental Sustainability,Environmental Education,Environmental Research,Class
University of Ibadan,9.9,7.8,5.2,3.5,0,0,65.8,69.3,46.8,35.8,27.7,37.3,59.7,57.4,42.6,44.5,22.6,43.3,38.9,1
Université de Poitiers,7.9,1.7,5.4,5.2,0,26.4,75.3,6.7,51,32.6,21.3,48.4,56.3,71.1,34.1,59,5.2,37.2,57,1
Universidade Federal do Paraná - UFPR,13,5.8,20.1,5.2,2.9,6,52.6,9.6,44.9,36.7,25.3,39.4,62.9,31.4,42.1,56.1,5.7,50,52.7,1
University of Ioannina,7.2,3.8,1.5,19.5,1.7,2.5,61.3,3.6,46.3,36.3,22.1,53.8,41.8,54,31.2,66,19.3,33.6,57.5,1
Azerbaijan State University of Economics,13,14.5,26.1,1.2,14.2,3.4,4.6,38.6,40.1,30.8,70.8,62.7,40.3,17.6,36.1,36,47.8,18.5,26,1
Loyola University Chicago,8.5,17.3,23.2,7,6.5,3,39.5,13.2,59.3,20.4,26.7,57.2,41.9,69.3,68.6,66.2,4,11.3,50.5,1
Université de Caen Normandie,8.8,2.8,6.6,6.3,8.1,6.2,74.6,2.1,48.4,33.1,22.3,38.4,58.2,37.3,51.7,68.8,5.2,26,73.2,1
"University of Missouri, Kansas City",4.4,4.4,14.3,16.9,4.1,20,29.3,6.6,52.4,27.2,23.1,57.5,41.4,59.5,52.8,55.7,11.9,29.6,41.1,1
Universidad del Valle,18.1,8.2,7.7,1.9,2.1,1.3,20.5,21.4,42.4,36.3,24,45,57,39.2,31.9,43.7,11.8,51.8,42.1,1
Université Lumière Lyon 2,10.1,2.5,4.5,6.2,26.7,35.5,59.1,1.3,50.5,28.3,22.3,50.6,54.9,65.8,33.3,61,5.2,27.9,54.9,1
University of the Free State,6.1,5.8,3.4,8.8,0,4.4,92.4,11.6,52.4,26.1,25.3,47.8,74,61.8,36.4,48.7,12.5,23,44.4,1
University of Toledo,3.7,3,9.6,18.2,6,10.4,45.4,7.7,51.9,26.8,24.1,53.1,40.1,62.4,53.8,58.5,4,19.5,61.9,1
"Arab Academy for Science, Technology and Maritime Transport",7.4,8.4,33,1.5,6.8,20.4,29.8,11.4,32.5,38.1,54,30.2,54.5,14.2,30.2,36.6,35.4,39.7,37.7,1
Mutah University,9.1,11,11,1.8,10.1,32.5,25.7,7.3,38.7,29.9,62.1,50.3,68.9,6.1,24.6,37.2,48.5,18.5,22.6,1
"National Technical University ""Kharkiv Polytechnic Institute""",6.5,10.6,54.3,1.3,1.7,20.1,11.4,4,34.1,30.8,75.5,44.1,51.3,20.1,23.9,30.4,42.4,29.5,17.7,1
Université Paris-Nanterre,11.4,2.6,3.3,2.5,8.6,1.4,56.9,29.1,44.7,32.6,20.6,45.7,57.9,50.9,29.1,48.1,13,37.2,47.6,1
Leeds Beckett University,4.5,5.9,3.8,7.5,39.1,27.4,24.8,8.5,57.4,18.2,22.5,72.4,45,66.4,53.5,45.3,14.1,1,44.7,1
Telkom University,8.7,12.1,21.3,1.5,35.5,6.5,10,5.7,39.6,28.1,60.4,41.2,51.1,35.9,37.6,34.2,40,19.8,23.7,1
Universidad de La Frontera (UFRO),10.3,3,4.1,9.3,6,1.2,53.3,2.3,48.4,27.2,24.5,50.3,50.4,52.5,38.3,64.4,9.4,17.3,60.2,1
Universidad del Pacífico,7,28,3,3.1,9.4,2.2,5.3,16.6,45.2,23.2,59.2,60,40.1,40.8,42,39.6,29.8,18.5,20.6,1
Xi'an Jiaotong Liverpool University,4.2,1.9,6.2,5.6,94.8,2.8,37.8,1.5,50.3,25.4,20.2,56.7,65.7,40.9,40.4,44.9,8.4,10.8,62.9,1
Birmingham City University ,6.2,4.4,7.3,3.2,42,73.8,27.2,6.5,54.4,19.5,17.4,66.6,45.6,65.1,49.6,40.8,11.6,7.1,44.8,1
EGE UNIVERSITY,10,13.6,15.8,3.2,1.3,7.8,68.6,2.1,44.7,27.4,32.3,44.7,59.5,34.9,38.9,48.7,2,39.7,39.7,1
Fordham University ,6.8,8.3,14.8,5.4,6.3,13.9,23.9,29.1,52.1,20.4,25,57.3,38.1,70.8,47.9,54.1,11.9,7.9,45.9,1
Narxoz University,9.6,7.5,12.9,1.3,14.9,6.2,1,60.3,35.5,26.5,80,58.8,32.6,31.7,20.8,32.8,42.5,18.5,18,1
Northwest University (China),4,1.4,48.8,17.2,3.5,2.6,33.9,3,41.2,32.6,23.1,21.8,63.5,21.4,49,61.8,4.8,30.3,65.8,1
Silesian University of Technology,6.8,3.8,30.3,7,2.9,3.3,63.4,9.5,39.4,33.5,28.5,31.1,45,46.3,39.6,47.3,14.4,41.1,44.1,1
Universiti Malaysia Sabah (UMS),14.7,8.9,8.5,3.7,10.2,4.7,28.2,3.8,41.2,34.9,16.7,35,65,33.7,38.8,32.2,17,43,43.2,1
Harbin Engineering University,5.4,2.4,16.5,28.1,2.3,2.2,32.4,3.8,38,32.4,21.4,19.4,60.9,21.8,46.9,49.1,4.8,36.1,58.3,1
Hungarian University of Agriculture and Life Sciences,6,4.9,30.4,3.2,2.2,29.2,53.5,3.6,41.9,29,22.7,46.5,44.8,40.4,35.5,50.9,10.8,32.1,44.8,1
Lobachevsky University,7.9,3.9,41.1,2,2,22.3,18.1,3.2,32.5,31.3,60.1,38,37.7,26.9,24.9,43.3,29.5,43,16.6,1
Universidad de Los Andes - (ULA) Mérida,14.6,8.5,25.4,1.2,1.3,1.6,15.5,18.8,34.8,26.1,66,36.3,51.9,29.1,25.4,36.8,17.2,33.8,25.7,1
Universidad de Talca,10.8,5.6,6.4,6.2,21.4,1.4,35.7,2.1,40.6,28.8,23.4,35.3,37.4,48.9,40.5,58.5,13.3,24.5,50.7,1
University of Lagos,8.4,7.5,2.2,2.6,0,0,34,87.6,38.7,33.1,20.3,27.5,49,51.2,39.6,34,22.6,40.6,33.7,1
University of Wolverhampton,3.2,2.7,10.2,8.3,33.3,69.2,45.7,4.7,54.7,18.2,18.8,63.5,49.7,59.8,48.2,54.9,6.3,4.3,50.1,1
Jiangnan University,4.4,3.3,20,26.7,0,0,44.4,1.4,43.8,24.3,21.8,23.6,60.2,40.8,50.5,55.5,4.8,8.9,65.9,1
Kazakh-British Technical University,14.4,28.2,16.1,1.5,6,2.5,13.8,3.4,31.1,30.2,53.7,38.4,38.9,24.2,27.3,28.4,31.2,33.6,23,1
Samara National Research University (Samara University),4.1,2.2,75.4,2.1,2.2,12.3,17,9.1,34.1,24.3,65,46.7,42.7,26.8,21.9,33.8,22.8,25,23.6,1
"Siberian Federal University, SibFU",6.8,4.5,18.9,3.8,46.3,31.6,32.6,8,30.4,35.4,26.2,37.9,42.1,34.6,22.3,14.9,32,50.1,18.2,1
Universidade Federal de Pernambuco (UFPE) ,11.6,2.4,15.5,4.1,1.5,1.2,55.1,3.7,41.5,22.9,27.7,35.8,62.9,31.3,37.1,44.1,5.7,16.9,49.2,1
"Universita' degli Studi ""G. d'Annunzio"" Chieti Pescara",3.7,1.6,3.3,29.3,3.8,2.8,58.5,1.2,47.7,18.9,23.1,50,38.1,55.4,46.1,60.8,5.2,2.7,54.3,1
Universität Siegen,4.5,1.7,9.2,6.8,57.7,28,40,3.9,45.4,23.4,21.3,54.7,38.7,55.6,44.1,29.8,8.7,20.6,43,1
Université de Toulouse II-Le Mirail,9.4,2.7,1.3,7.1,27.2,19.7,67,2.1,40.1,27.2,21.1,34.3,52.5,51.1,26.5,51.9,5.2,32,45.4,1
University of Karachi,11.6,16.1,1.6,4.9,3.5,1.1,36.8,42.8,32.9,32.9,25.7,27.7,62.4,12.6,30.5,32.2,12.2,53.9,27.4,1
University of Novi Sad,8.4,5.9,8.8,3.6,0,0,79.4,21.3,40.8,26.8,23.3,19.8,64.5,58.9,33.9,42.2,3.7,28,49.8,1
Taibah University,6.1,2.1,4.5,3.6,94.4,2,38.6,2,31.3,34.2,21.7,34.3,40.8,29.9,20.2,43.1,22.2,44.7,33,1
Universitas Hasanuddin,14.3,13,22.2,1.3,8.8,1.4,15.9,15,31.8,33.1,24.9,31.5,46.2,32.1,33.4,11.9,14.9,59.3,18.6,1
Pukyong National University ,5.7,3.1,12.7,7,6.2,7.1,32.3,1.6,48.2,65,86.4,55.1,52,39.1,40.3,61.6,49.7,67.5,75.3,1
Dokuz Eylül Üniversitesi,6.8,7.8,3.5,2.1,2.5,10.7,34.7,6,54.9,55.7,60.2,65.7,70.1,40.5,42.3,49.5,54.4,52,59.2,1
National Taiwan Ocean University,6,3.2,11.9,10.8,7.5,7.6,22.6,3.3,42.4,61.1,86.1,48.4,44.7,53.3,29.9,44.1,44.5,69.2,65.9,1
Feng Chia University,10.8,7.9,4.4,6.1,3.4,4.4,11.2,15.5,48.9,59.1,61.8,61,42.8,29.1,52.5,58.8,50.3,61.7,63,1
Jeju National University ,3.6,1.9,30,7,7.5,5.5,23.1,1.8,45.2,56.4,82.1,52.1,45.5,42.4,30,70,44.8,53,71.4,1
Universidade Federal de Santa Maria,6.4,1.5,17.5,5.2,2.5,1.4,37.9,6.3,51.9,47.3,72.1,59.4,68.5,38.2,31.5,68.6,29.2,50.8,61.6,1
Tamkang University,5.7,4.9,4,5,6,7.4,14.2,29.2,48.4,48.5,73.1,63.6,38.2,57.3,38.9,47.5,42.3,41.4,63,1
Seoul National University of Science and Technology,6.4,3.6,12.8,10.3,9.6,11.9,12.4,1.9,41,52.8,83.7,37.3,42.4,37.3,45.8,52.3,40.8,47.5,70.9,1
Erciyes Üniversitesi,4.4,3,2,5.3,3.1,5.7,45.1,1.7,47.3,46.2,78.1,45,68.3,26.8,39.9,61.8,21.5,43.1,77,1
Universidad Católica del Norte,4.5,2.3,6.7,5.9,13.5,3.8,46.2,2,50.5,47.3,56.6,58.5,50.9,46.7,35.5,74.2,22.2,60.3,56.7,1
Suez Canal University,4.1,2.6,13.1,2.3,2.1,1.8,48.9,2.4,41.5,53.2,68.6,45.8,64.8,10.8,31.3,58.3,40.8,50.6,68.3,1
Tunghai University,6.5,5.4,4.6,5.4,8.4,8.8,24.4,13.8,44.9,47.1,77.1,54.1,35.3,33.6,43.5,68.2,41.8,24.5,80.2,1
Portland State University,4.1,1.7,9.3,9.2,1.6,6.1,44.4,9.7,60.7,39.7,30.1,61.9,57.7,67.7,53.5,71.2,11.9,35.2,75.7,1
Al-Balqa Applied University,5.8,6.6,4.8,2.7,7.6,2.5,32.9,3.9,41,47.1,83.9,45.4,79.9,19.5,21.2,35.4,59.8,41.3,37.5,1
Pondicherry University,4.1,2.1,5.4,16.5,1.9,1.1,21.1,2.7,41.2,48,68.6,50.5,66.1,17.5,23.9,50.3,48.4,47.1,46.1,1
Universidad Autónoma del Estado de Hidalgo (UAEH),3.2,6,45.2,1.4,2,1.6,8.3,2.1,45.4,41,81,68.3,52.1,21.1,29.3,53.5,53.4,37.7,29.1,1
University of Peradeniya ,9,11.6,12,2,1,1.3,22.7,10.9,45.4,48.2,49,38.3,78.7,25.9,33.3,55.5,35.3,57.9,48.5,1
Zagazig University,7.7,4.9,3,2.6,1.1,2.5,67.7,3.7,47,50.3,25.6,49.4,62.4,20.8,44.8,59.4,35.6,54.8,59.3,1
Universidad del Desarrollo (UDD),7.2,8.6,11.7,2.3,7.3,2,14.7,4.9,67.4,24.3,48.5,90.1,57.2,70.3,49.3,69.4,28.8,18.5,26,1
Universidad Nacional del Litoral,12.7,5.7,2.2,2.5,5,1.2,24.5,3.7,44.5,39.9,80.5,52.8,54.4,31.4,29.8,63.2,13.6,51.6,52.9,1
Universitas Sumatera Utara,8.8,8,24.9,1.3,12.6,2.5,18.3,5.5,43.6,38.1,86.6,48.1,70,34.4,29.8,30.4,39.9,43.8,26.8,1
Florida Atlantic University - Boca Raton,4.7,6.2,4.9,9.5,6.8,4.4,44.3,5.8,59.5,34,31.5,65.7,62.4,52.5,58.1,54.1,11,34.7,57.5,1
University of Split,6.3,4,5,4.2,1.4,2,47.5,12.3,46.6,38.5,69.8,55.5,53.3,51.7,27.2,53.7,17.1,44.2,54.2,1
University of Wisconsin Milwaukee ,7.6,2.4,9.7,9.8,5.7,5.1,39.5,6.8,58.1,37.4,24,60.6,48.9,71.8,50.9,69.4,4,44.2,65.4,1
Chaoyang University of Technology,5.5,5.8,4.3,3.9,5.6,5.9,26.5,2,41.9,40.3,79.8,58.2,38.9,30.5,37.9,41,43.9,29.6,48.1,1
Fu Jen Catholic University,7.6,6.9,3.6,7,7.6,4.2,16.1,27.1,46.3,33.1,86.6,71.6,38.8,49.5,27.8,41,64,9.2,27.1,1
Universidad de Valparaíso (UV),10.9,4,8.5,2.9,6.3,1.8,39.7,2.2,45.2,38.3,70.2,62.6,41.4,60.1,22.3,48.9,21.1,51.6,38.7,1
Daffodil International University,9.5,19.8,3.8,2.8,5,2.9,22,3.7,48,32.6,70.3,60.8,82.3,10.4,36.6,34.4,53.3,18.5,26.1,1
Hanoi University of Science and Technology,7.3,7.3,2.4,4.7,4.2,1.2,23.1,23.1,37.1,46.4,57,34.5,63.3,12.3,33.7,43.7,32.3,51.6,53.5,1
Chitkara University,6.1,7.4,15.9,2.2,5.5,3,29.4,1.9,42.4,38.1,69.7,50,62.1,39.2,28.1,30.8,58.2,18.5,39.3,1
Universitas Pendidikan Indonesia,10.9,4.1,12,1.4,13.2,1.6,13.1,2.3,41.5,34.9,87.4,47.8,58.7,49.6,21.2,34,41.4,34.4,26.8,1
Alexandru Ioan Cuza University,7.5,11.9,5.5,3,3.5,9.6,40.2,14.3,49.8,28.6,75.8,47.9,66.5,48,36.1,58.1,10.7,23.7,54.7,1
Sathyabama Institute of Science and Technology (deemed to be university),6.8,3.7,24.8,4.3,5.3,3.5,17,1.9,36.2,44.4,62.5,55,52.6,15.9,18.1,35.8,41.3,42.8,47.8,1
Tanta University ,6.9,5.5,4.5,2.2,1.5,1.5,65.2,4.3,39.9,44.6,46.6,33.7,63.4,12.1,38.3,61.2,9.8,48.1,77.7,1
Cukurova University,4.9,3.8,5.2,2.6,1.9,3.3,46.2,7.6,42.9,34.7,71.5,50.2,65.4,36.9,20.9,45.3,9.8,38.5,56.9,1
Kookmin University ,3.6,4,35.3,2.9,4.9,31.1,7.9,2.9,42.4,34.7,73.5,48.5,36.7,39.4,41.8,52.3,28.8,21,57.9,1
University of Rijeka,6.1,4.3,13.8,4.3,2.5,1.8,45.8,12,44.7,30.8,81.6,60.4,47.9,41.8,21.3,65,27.4,40.7,20.6,1
Universiti Malaysia Perlis,7.8,5.1,19.2,6.7,1.8,3.5,31.1,3.9,44.3,33.8,68.5,48.4,75.4,14.3,33.4,46.7,30.5,45,21,1
Brock University,4,6.3,3,13.7,2.1,23.8,30.9,5.2,56.5,30.6,23.5,64.8,41.5,71.1,50.8,60,13.3,30.9,48.5,1
Universitatea de Vest din Timisoara / West University of Timisoara,9.2,9.7,4.7,2.8,1.6,6.7,27.5,23.5,42.9,33.5,72.8,47.7,37.4,62.4,34.2,42,13,50.8,33.2,1
Sookmyung Women's University ,4.4,5.6,29,3.4,4,2.2,4.8,1.8,38.5,35.1,82.3,48.9,29.5,38.2,33,51.7,43.7,18.5,45.2,1
CUNY The City College of New York,7.2,3,11.9,11.3,6.7,4.7,24.8,1.5,51,34.9,22.9,58.9,42.6,57.7,42.7,62.8,4,36.8,66.1,1
Universidade Federal da Bahia,9,2.7,8.5,3.1,5.1,1.4,48.8,12.4,48.4,37.4,24.1,46.1,68.6,46.7,31,59.4,5.7,50.9,53.5,1
Universiti Teknikal Malaysia Melaka,6.3,5.7,10.6,5.8,3.9,4.8,18.9,3.9,43.6,32.4,67.9,45.2,76.2,21.7,34,35.4,51.4,17.3,29.2,1
Kindai University (Kinki University),5.2,4.3,8.4,4.9,15.7,1.9,32.2,1.8,35.2,43.7,54,34.4,39.4,13.6,38,63.4,27.4,57,43.3,1
Seattle University,5.4,6.4,32.2,2.1,1.5,13.2,6.3,10.1,44.3,31.5,66.4,72.6,29.1,43.4,30.7,45.5,43,13.2,41.1,1
University of Silesia in Katowice,5.4,4.2,20.3,3.1,3.5,3.9,52.5,7.4,48.6,34.9,29.6,56.7,65.2,45.1,30.9,45.7,14.8,35.7,55.1,1
Yuan Ze University,5.5,5.6,8.7,9,12.2,11.7,12.4,2,45.4,33.1,55.7,50.5,34.8,57.2,42.8,49.7,36,18.8,47.3,1
Kwame Nkrumah University of Science and Technology,6.9,6,4.8,2,0,0,55.3,34.5,48.4,35.6,26,38.5,53.7,60.3,47,53.7,22.6,27.9,59.1,1
Istanbul Bilgi Üniversitesi,4.9,4.3,13.3,1.7,3.5,20.2,6.5,13.3,43.8,28.8,76.2,66.1,63.4,26.8,24.5,26.6,41.4,18.5,27.3,1
Miami University,3.8,5.4,6.2,7.8,3.4,5.5,25.3,26.1,53.7,30.8,21.5,58.9,39.3,61.2,52.8,65.6,4,28.1,63.7,1
Technical University of Cluj-Napoca,4.6,7.1,7.6,3.9,2.1,2.7,38.1,3.8,39.2,36.9,55.8,42.1,45.6,37,28.4,53.1,32.3,53.7,19.3,1
University of Memphis,3.1,2.5,12.1,8,2.2,8.3,39.4,7.6,53.7,29.7,22.8,56.7,39.7,59.6,56.9,61.6,4,30,57.8,1
Ivan Franko National University of Lviv,5.7,12.8,30.2,1.3,1.3,1.5,12.6,18.6,35.2,35.4,77.8,42.6,59.8,17.6,21.4,34.4,33.6,43.5,25.7,1
Saken Seifullin Kazakh Agrotechnical University,9.7,9.3,27.8,1.2,10.1,4.2,2.6,3.4,38.2,31.1,80.9,60.6,39.3,30.7,25.5,32.8,38.1,33.6,18.3,1
Universidade Federal do Ceará (UFC),7.4,2.8,6.3,5.3,1.3,1.2,43.4,3.7,44.9,36.3,25.7,52.6,63.6,30.8,32.4,42.7,9.6,53.1,43.7,1
San Francisco State University,4.5,3.1,5.7,4,3.4,5,35.6,7.6,53.5,26.3,21.1,60.9,43.5,64.4,42.3,67,6.3,25,50.2,1
Izmir Institute of Technology (IZTECH),7.2,4.4,5.8,8.2,3.2,2.1,15.5,2.1,36.2,31.7,65.9,49.5,62.3,13.6,13.1,45.3,25.8,34.2,33.7,1
University of North Carolina at Greensboro,2.6,2.4,8.9,10.1,5.9,3.4,50.7,1.5,55.8,21.8,22.5,58.3,50.9,64.7,48.4,68.6,4,8.7,58.2,1
Western Michigan University,4.9,4.9,10,5.8,21.4,10.6,33.3,16.5,51.2,27.9,16.6,51.1,47.1,62.2,46.7,59.2,4,20.6,63.9,1
Helwan University ,7.3,12.4,3.6,1.6,1.1,1.6,50.7,13.2,48,25,36.8,46.5,70.1,25.9,44.7,51.9,19.9,15.5,42.2,1
Universidad Nacional Agraria la Molina,7,6.4,12.4,1.6,1.3,1.7,9.4,6.7,32.2,32.6,69.8,46.1,41.7,18.8,23.6,30.8,16.4,54.5,21.1,1
Kharkiv National University of Radio Electronics ,3.9,12.3,21.6,1.5,1.4,5.1,11.9,4.1,34.8,25.9,79.9,51,49.2,13.4,25.2,29.6,41,18.5,17.2,1
Shanghai University of Finance and Economics,4.5,5.2,8.9,3.5,15.5,2.1,14.9,42.6,50.5,24.5,21,48,49.6,56.4,55.6,43.9,7.9,8.1,63.5,1
Universidade Federal do Rio Grande Do Norte,5.2,1.2,9.5,3.4,0,0,45,1.3,41,31.3,23.8,43.3,59.3,32.4,26.4,51.7,5.7,39.9,47.5,1
Escuela Politécnica Nacional,6.9,9.2,16.6,3.4,5,1.6,14.9,5,36.2,36.7,16.5,35.8,41.3,48.6,31.3,31.8,21.5,42,46.1,1
National Dong Hwa University,9.2,4.5,6.3,5.4,4.9,10.2,9.7,2,31.5,37.2,33.3,37.3,34.3,43.1,30,11.5,28.4,37.6,44.5,1
Suranaree University of Technology ,6.4,2.8,3.7,9.6,5.8,1.6,30,2.7,40.3,32.2,23.2,39.3,62.9,23.1,40.5,29.8,10.7,38.5,47.8,1
Tokai University,10.5,5.8,13.6,2.8,5.6,2.9,24.5,1.8,35,34.7,23.6,26.8,29.3,15.9,60.5,47.7,16.5,46.4,38.4,1
Universidad de Monterrey (UDEM),12.5,13,7.5,1.5,13.7,3.7,4.4,4.8,46.8,20.2,46.6,63.8,58.3,33.6,30,44.1,29.2,18.5,11.2,1
Universidad Industrial de Santander - UIS,9.7,14.8,4.6,2.1,4.1,1.4,12.4,9,38,32.2,20.9,46.8,43.7,35.2,32.8,29.6,6.6,60.1,24.1,1
Universidade do Estado do Rio de Janeiro (UERJ),9.5,5.1,17.4,2.5,3.5,1.2,35.7,18.2,43.1,27,26,39,66.5,34.9,30.4,53.5,29.9,10.6,43.8,1
Universidade Federal de Pelotas ,4.7,1.3,26,4.7,0,1.3,21.7,1.3,49.6,21.1,27.6,56.8,60.3,40.4,35.8,62.6,5.7,16.7,44.1,1
Universidade Federal de Viçosa (UFV),5.1,2.4,10.9,7.8,2.4,1.9,20.2,3.8,37.8,33.8,23.1,28.2,58.3,21.4,34.2,60.2,5.7,42.5,53.3,1
Universitas Islam Indonesia,11.2,4.9,2,1.8,2.2,1.2,10.7,3.9,36.9,29.3,49.7,47.9,50.8,25.9,25.6,34.8,31.1,26.2,29.5,1
University of Tyumen,3.6,2.1,37.1,1.6,4.5,13.8,27,4.5,30.6,34,45,30.9,46.2,36.6,24,18.3,30.8,43.8,23.9,1
Benemérita Universidad Autónoma de Puebla,13.7,5.4,2.8,1.9,2.8,1.3,24.5,2,40.1,26.3,25.5,40,64.5,34.7,24.8,41.8,5.2,49.4,19.2,1
Central Michigan University,3.6,3.4,8.2,6.5,2.4,6.9,23.4,7.7,41.9,25.6,17.4,44.5,33.9,49.6,40.1,53.3,4,23.6,52.3,1
Marquette University,3.4,2.4,21.1,9.1,6.2,2.7,35.6,11.2,48.9,19.5,23.5,57.2,36.1,58.8,41.2,63,4,6.2,54,1
Perm State National Research University,4.4,1.7,34.5,1.5,1.4,8.3,6.3,2,27.1,33.5,59.5,39.5,35.9,22.1,13.2,31.8,11.2,59.6,23.8,1
Rikkyo University,4,9.6,8.2,2.1,23.7,5.6,13.7,5.8,30.4,32.9,35.2,34.4,39.3,17.8,29.9,36.8,61.3,9.7,28.9,1
Universidad Nacional de Mar del Plata,8.6,2.8,4.9,3.5,0,0,28.5,1.2,35.7,30.2,22,37.4,53.8,29.8,23.1,42.5,5.8,43.6,39.5,1
Universidad Nacional del Sur,6.7,2,17.8,1.7,0,0,27.2,2.9,36.4,31.1,21.6,39.9,50.1,31.7,27,38.2,5.8,42.3,43.8,1
Università degli studi di Bergamo,5.7,2.4,1.9,6.5,4.3,6.7,27.8,4.3,49.8,19.1,18.3,63.9,24,75.3,48.7,37.8,5.2,11.8,44.1,1
Universitas Muhammadiyah Yogyakarta,6.6,2.8,3.2,1.4,57.9,1.9,7.9,2.3,36.9,23.4,61.1,50.5,46.8,29.4,22.6,33.4,39.3,19.9,8.1,1
University of Babylon,4.6,9.8,14.5,2,1.1,1,29.9,4.3,32.2,24.1,68.3,45.6,49.9,15.5,19.1,27.4,30.5,28.5,10.3,1
University of San Francisco,5.9,4.4,18.7,3.6,2.3,20.2,6,29.5,48.4,18.4,18.3,54.7,39.6,63.2,39.7,54.7,17.1,4.1,37.4,1
University of South Alabama (USA),4.7,5.9,19,6.1,0,2.1,13.6,2.3,45.2,22.9,20.2,61.2,31,57.4,37.7,44.5,8.8,25.6,34.4,1
Universidad Nacional de San Martín (UNSAM),11.3,2.7,6.2,2.2,1.6,3.7,24.5,1.2,37.3,27.9,23.1,44.7,47,35.6,22,45.3,21.4,26.3,35.8,1
Universidad Autónoma de Baja California,6.6,4.4,4.4,1.5,2.6,1.1,12.5,2.1,46.6,45.5,73.3,56.2,59.7,43.4,23.3,59.6,13.4,67.3,52.3,1
Universidade Federal de Uberlândia,3.8,1.7,13.8,3.5,2.1,1.3,28.6,2.2,48.9,30.8,70.5,60.3,63.3,36,29.3,62,13.5,33,47,1
Universidad Autónoma de Chile,5.3,2,4.2,3.1,12.4,1.4,32.6,2.1,44.5,36.5,55.2,42.4,42.3,59,33.4,65.2,25,19.6,70.3,1
Universidade Estadual de Londrina,3.9,2.5,13.7,3.3,2.1,1.3,13.4,1.3,46.8,36,47,62.3,61.4,22.3,26.3,65,29.2,27.8,53.4,1
Sakarya University,4.6,3.1,3.1,3.3,1.4,11.3,27.6,1.9,41.7,35.8,68.9,50.1,55.6,32.1,30.2,41.4,56.4,14.4,38.2,1
Universidad de Cuenca,7.2,2.2,4.9,2,2.2,1.4,24.4,7.8,42.4,39,50.8,57.3,45.9,42,23,52.3,17.7,45.7,52.2,1
University of Oradea,5.6,2.2,4,1.9,1.5,5.2,34.5,6.2,39.6,36,64.6,53.8,49,33.4,18.4,52.7,50,26.6,30.4,1
Stefan cel Mare University of Suceava,3.8,2.4,4.5,4.2,2.3,25.5,19.3,4.1,34.5,37.4,64.6,45.1,42.9,31.3,21,37.2,11.5,43,58.6,1
Universidade Federal do Parà - UFPA,3.6,1.7,6.3,2.6,2.5,1.1,35.4,1.3,44,37.2,23.9,57.5,55.1,26.5,29.1,54.1,5.7,50.4,53.5,1
Soochow University (Taiwan),4.7,5.3,4.1,1.8,3.8,2.9,3.4,3.2,40.8,29.3,65.6,53.2,32.5,50.5,39.5,25.8,35.5,14.5,40.2,1
Naresuan University,6.6,2.8,6.6,1.9,7.3,1.2,10.1,2.5,36.2,34.5,57.5,41.5,49.7,23,24.9,49.1,30,28.6,45.4,1
Universidad Tecnica Particular De Loja (UTPL),6,2.3,1.4,1.6,7.9,1.9,15.7,4.6,42.2,23.8,66.5,65.2,44.8,39.1,20.2,44.1,17.6,29.3,23.3,1
Pontifícia Universidade Católica do Paraná,4.1,2.9,7.6,3.9,1.8,1.3,28.9,3.9,44.3,26.3,41,56.3,48.9,47.2,23.6,54.5,13.5,25.8,41,1
California Polytechnic State University,3.6,9.1,6.7,3,0,0,25.5,8.7,38.5,33.1,16.9,33.9,18.1,53.4,48.9,55.5,1.1,34.2,67.3,1
Shanghai Normal University,5,1.6,10.9,4.3,4.5,1.6,26.5,1.5,46.6,25.2,22.1,36.6,56.7,47.8,43.4,62.2,4.8,12.5,64.6,1
Universidad San Ignacio de Loyola,6.1,9,2,1.5,4.1,1.6,7.6,3.7,30.8,32.4,57.1,50,25.9,28.9,22.4,28.4,47.1,18.5,32.1,1
Universidade Federal de Goiás,3.8,1.3,6.8,4.2,3.5,1.2,32.7,1.3,41,29.7,24.2,38.5,62.9,28.5,33.2,45.7,5.7,36,47.5,1
Irkutsk State University,3.3,1.8,14.1,1.3,1.9,3.8,26.4,5.2,26,29.7,74.8,33.6,43.4,20.4,12.5,25.8,15.1,46.2,23.4,1
Lucian Blaga University of Sibiu,3.6,3.2,8.5,1.9,13.9,2.9,17,4.1,28.8,26.8,76.3,46.7,18.9,34.6,15.6,40.6,15.2,34.8,28.4,1
"National University of Modern Languages (NUML), Islamabad",7,7.3,5.2,1.5,3.4,1.2,8.1,2.6,37.3,25.9,44.3,48,50.8,23.1,31.9,26,33.2,18.5,25.9,1
Nova Southeastern University,2.7,3.5,11.6,2.8,4.7,3.9,13.2,8.9,41.9,24.5,19.4,50,40.6,52.4,33.6,36,11.9,20.6,43.3,1
Russian State Agrarian University - Moscow Timiryazev Agricultural Academy,7,4.1,6.4,1.3,1.9,4.4,9,5.6,32.5,34.5,18.8,41.6,37.5,46.6,22.6,12.7,31.4,56.1,8.6,1
Universidad Católica de La Santísima Concepción - UCSC,3.4,2.1,8.2,2.8,5.2,1.1,28.3,2,38.7,29.5,21.2,58.1,41.2,46.6,16.7,33,5.5,43,38.4,1
